,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
591,T0592,2026-07-06 00:00:00,Agronegócio,Pequena,Zoom,Protheus,durante reuniao empresa setor agronegocio porte pequena head tecnologia ressaltou utiliza principalmente modulo protheus demonstrou interesse ampliar numero licencas usuarios alem disso mencionou nivel servico abaixo combinado contrato comentou diretoria pediu benchmark totvs outros fornecedores mercado ficou combinado retornar plano acao nova demonstracao,1,1,1
592,T0593,2026-06-06 00:00:00,Educação,Pequena,Google Meet,BI,durante reuniao empresa setor educacao porte pequena supervisor fiscal comentou utiliza principalmente modulo bi quer integrar crm erp ainda neste semestre alem disso reuniao foco mapeamento processo atual ficou registrada necessidade revisar relatorios fiscais mensais ficou definido followup proxima quinzena diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,1,0
593,T0594,2026-06-08 00:00:00,Construção,Grande,Presencial,Manufatura,durante reuniao empresa setor construcao porte grande cliente relatou utiliza principalmente modulo manufatura feita retrospectiva entregas ultimo trimestre alem disso afirmou ja perdeu produtividade causa falhas recentes equipe destacou importancia documentar bem processos internos ficou combinado retornar plano acao nova demonstracao,1,0,0
594,T0595,2026-07-14 00:00:00,Educação,Pequena,Google Meet,ERP,durante reuniao empresa setor educacao porte pequena gerente rh informou utiliza principalmente modulo erp comentou equipe pouco engajada continuar usando ferramenta alem disso equipe alinhou cronograma nova rodada testes equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,1,0,0
595,T0596,2026-05-25 00:00:00,Serviços,Grande,Presencial,RH,durante reuniao empresa setor servicos porte grande responsavel projeto destacou utiliza principalmente modulo rh quer integrar crm erp ainda neste semestre alem disso registrou atraso recorrente fechamento financeiro existe expectativa ganho produtividade automacao fluxo aprovacao time pediu acompanhamento quinzenal medir evolucao,1,1,0
596,T0597,2026-04-12 00:00:00,Indústria,Média,,RH,durante reuniao empresa setor industria porte media analista ti afirmou utiliza principalmente modulo rh manifestou interesse expandir uso sistema outras unidades alem disso listadas pendencias proxima sprint cliente quer reduzir trabalho manual centralizar dados unica plataforma cliente espera melhoria perceptivel antes ampliar escopo,0,1,0
597,T0598,2026-07-29 00:00:00,Educação,Pequena,Google Meet,Fiscal,durante reuniao empresa setor educacao porte pequena analista ti afirmou utiliza principalmente modulo fiscal cliente pediu documentacao tecnica complementar alem disso reclamou falhas integracao sistemas tambem apareceu necessidade melhorar visibilidade indicadores diretoria cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
598,T0599,2026-07-02 00:00:00,Serviços,Média,Google Meet,RH,durante reuniao empresa setor servicos porte media gerente projetos pontuou utiliza principalmente modulo rh alinhamento sobre proximos marcos cronograma alem disso cliente pediu documentacao tecnica complementar informou processo cotacao linx sugerida prova conceito validar aderencia,0,0,1
599,T0600,2026-07-22 00:00:00,Indústria,Pequena,Teams,Protheus,durante reuniao empresa setor industria porte pequena gerente rh informou utiliza principalmente modulo protheus demonstrou abertura piloto dashboard gerencial alem disso reuniao foco mapeamento processo atual citou oracle netsuite fez contato oferecendo pacote similar sugerida prova conceito validar aderencia,0,0,1
600,T0601,2026-04-11 00:00:00,Varejo,Média,,CRM,durante reuniao empresa setor varejo porte media time atendimento apontou utiliza principalmente modulo crm validada necessidade treinamento usuarioschave alem disso revisao indicadores serao acompanhados conversa reforcou necessidade padronizacao cadastro qualidade dados time pediu acompanhamento quinzenal medir evolucao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,0
601,T0602,2026-06-09 00:00:00,Agronegócio,Grande,,Financeiro,durante reuniao empresa setor agronegocio porte grande supervisor fiscal comentou utiliza principalmente modulo financeiro mencionou risco cancelamento problema persistir alem disso pediu proposta automacao processos conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,1,1,0
602,T0603,2026-05-02 00:00:00,Serviços,Média,,Analytics,durante reuniao empresa setor servicos porte media gerente projetos pontuou utiliza principalmente modulo analytics demonstrou abertura piloto dashboard gerencial alem disso grupo revisou perfis acesso regras negocio cliente mencionou avaliando proposta comercial sap ficou definido followup proxima quinzena,0,0,1
603,T0604,2026-04-02 00:00:00,Logística,Pequena,,CRM,durante reuniao empresa setor logistica porte pequena gestor comentou utiliza principalmente modulo crm feita retrospectiva entregas ultimo trimestre alem disso time revisou relatorios operacionais ultimo mes time interno considera importante acelerar adocao usuarios finais cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
604,T0605,2026-08-19 00:00:00,Agronegócio,Média,Zoom,Manufatura,durante reuniao empresa setor agronegocio porte media responsavel projeto destacou utiliza principalmente modulo manufatura afirmou usuarios evitam usar algumas telas complexidade alem disso equipe alinhou cronograma nova rodada testes conversa reforcou necessidade padronizacao cadastro qualidade dados cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
605,T0606,2026-05-10 00:00:00,Saúde,Média,Presencial,Manufatura,durante reuniao empresa setor saude porte media analista financeiro pontuou utiliza principalmente modulo manufatura apresentado status atual plano implantacao alem disso declarou diretoria avalia suspender uso sistema mencionou salesforce entrou contato oferecendo modulo crm proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
606,T0607,2026-07-31 00:00:00,Construção,Grande,,Manufatura,durante reuniao empresa setor construcao porte grande diretora financeira explicou utiliza principalmente modulo manufatura alinhamento sobre proximos marcos cronograma alem disso listadas pendencias proxima sprint equipe destacou importancia documentar bem processos internos sugerida prova conceito validar aderencia,0,0,0
607,T0608,2026-07-28 00:00:00,Distribuição,Grande,Teams,CRM,durante reuniao empresa setor distribuicao porte grande coordenador operacoes disse utiliza principalmente modulo crm mostrou interesse modulo fiscal relatorios inteligentes alem disso cliente pediu documentacao tecnica complementar area negocio pediu alertas automaticos acompanhar desvios criticos proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
608,T0609,2026-06-16 00:00:00,Distribuição,Grande,Presencial,ERP,durante reuniao empresa setor distribuicao porte grande supervisor fiscal comentou utiliza principalmente modulo erp discutidos responsaveis prazos proximos passos alem disso interesse ampliar uso sistema mencionado concorrencia apresentou proposta agressiva proxima etapa sera consolidar requisitos priorizar entregas,0,1,1
609,T0610,2026-06-04 00:00:00,Logística,Média,,Analytics,durante reuniao empresa setor logistica porte media lider operacoes declarou utiliza principalmente modulo analytics reuniao foco mapeamento processo atual alem disso relatou time cogita buscar alternativas mercado ficou registrada necessidade revisar relatorios fiscais mensais sugerida prova conceito validar aderencia,1,0,0
610,T0611,2026-06-16 00:00:00,Logística,Grande,Presencial,CRM,durante reuniao empresa setor logistica porte grande supervisor fiscal comentou utiliza principalmente modulo crm grupo revisou perfis acesso regras negocio alem disso perguntou sobre possibilidade contratar modulo rh time interno considera importante acelerar adocao usuarios finais sugerida prova conceito validar aderencia diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,1,0
611,T0612,2026-04-05 00:00:00,Indústria,Média,Zoom,Protheus,durante reuniao empresa setor industria porte media cliente relatou utiliza principalmente modulo protheus disse recebeu reclamacoes internas sobre qualidade suporte alem disso revisao indicadores serao acompanhados equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,1,0,0
612,T0613,2026-07-11 00:00:00,Construção,Pequena,Teams,BI,durante reuniao empresa setor construcao porte pequena equipe comercial observou utiliza principalmente modulo bi validada necessidade treinamento usuarioschave alem disso equipe alinhou cronograma nova rodada testes time interno considera importante acelerar adocao usuarios finais cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
613,T0614,2026-08-16 00:00:00,Distribuição,Pequena,Google Meet,CRM,durante reuniao empresa setor distribuicao porte pequena cliente relatou utiliza principalmente modulo crm listadas pendencias proxima sprint alem disso revisao indicadores serao acompanhados conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,0,0,0
614,T0615,2026-04-06 00:00:00,Varejo,Grande,Teams,Financeiro,durante reuniao empresa setor varejo porte grande responsavel projeto destacou utiliza principalmente modulo financeiro listadas pendencias proxima sprint alem disso equipe validou escopo projeto proxima fase tambem apareceu necessidade melhorar visibilidade indicadores diretoria cliente espera melhoria perceptivel antes ampliar escopo diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,0
615,T0616,2026-08-20 00:00:00,Construção,Pequena,Presencial,Manufatura,durante reuniao empresa setor construcao porte pequena time atendimento apontou utiliza principalmente modulo manufatura discutidos responsaveis prazos proximos passos alem disso equipe validou escopo projeto proxima fase time interno considera importante acelerar adocao usuarios finais cliente espera melhoria perceptivel antes ampliar escopo,0,0,0
616,T0617,2026-07-16 00:00:00,Varejo,Pequena,Presencial,RH,durante reuniao empresa setor varejo porte pequena diretor ti ressaltou utiliza principalmente modulo rh avaliou contratar consultoria adicional acelerar implantacao alem disso revisao indicadores serao acompanhados mencionado concorrencia apresentou proposta agressiva sugerida prova conceito validar aderencia,0,1,1
617,T0618,2026-05-27 00:00:00,Agronegócio,Grande,Google Meet,RH,durante reuniao empresa setor agronegocio porte grande gerente projetos pontuou utiliza principalmente modulo rh comentou equipe pouco engajada continuar usando ferramenta alem disso avaliando contratar modulo analytics informou processo cotacao linx partes alinharam retorno ate duas semanas,1,1,1
618,T0619,2026-05-12 00:00:00,Agronegócio,Pequena,Google Meet,Analytics,durante reuniao empresa setor agronegocio porte pequena diretor ti ressaltou utiliza principalmente modulo analytics demonstrou abertura piloto dashboard gerencial alem disso revisao indicadores serao acompanhados time interno considera importante acelerar adocao usuarios finais sugerida prova conceito validar aderencia,0,0,0
